longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-122.29,37.8,52.0,1027.0,244.0,492.0,147.0,2.6094,115747.0,NEAR BAY
-121.99,37.37,27.0,1797.0,538.0,1610.0,531.0,4.2422,243591.0,<1H OCEAN
-119.25,36.56,35.0,1675.0,373.0,1131.0,316.0,1.6722,59074.0,INLAND
-118.11,34.1,49.0,2812.0,478.0,1329.0,490.0,5.2503,302417.01,<1H OCEAN
-121.31,37.96,48.0,1112.0,227.0,583.0,216.0,2.3393,86320.0,INLAND
-117.08,33.14,19.0,2629.0,494.0,1444.0,503.0,3.5462,161030.0,<1H OCEAN
-119.27,34.17,15.0,11403.0,2131.0,3327.0,1585.0,4.3693,382511.1,NEAR OCEAN
-118.31,34.05,38.0,1864.0,515.0,1768.0,439.0,1.9336,194941.0,<1H OCEAN
-121.97,37.23,22.0,2781.0,523.0,1291.0,516.0,4.6065,384095.0,<1H OCEAN
-121.96,37.94,26.0,3084.0,505.0,1557.0,501.0,5.1582,199059.0,INLAND
-119.01,36.02,17.0,3915.0,742.0,1768.0,688.0,2.375,80400.0,INLAND
-118.29,34.05,11.0,677.0,370.0,1143.0,341.0,2.3864,289103.0,<1H OCEAN
-118.45,34.07,13.0,4284.0,1452.0,3806.0,1252.0,1.3125,317926.01,<1H OCEAN
-119.7,34.43,39.0,1486.0,467.0,758.0,409.0,2.6875,308513.01,<1H OCEAN
-118.11,34.08,30.0,2350.0,472.0,945.0,467.0,3.3421,212682.0,<1H OCEAN
-117.31,34.15,7.0,5747.0,1307.0,2578.0,1147.0,3.3281,122191.0,INLAND
-120.45,37.32,19.0,3136.0,466.0,1631.0,484.0,3.6471,107382.0,INLAND
-118.14,34.09,20.0,3447.0,1007.0,2622.0,934.0,2.918,208378.0,<1H OCEAN
-119.47,35.14,19.0,4190.0,690.0,1973.0,702.0,3.9929,96614.0,INLAND
-117.01,32.67,17.0,2319.0,348.0,1125.0,337.0,5.551,230815.0,NEAR OCEAN
-121.6,39.79,18.0,2672.0,533.0,1151.0,532.0,2.567,98399.0,INLAND
-117.18,32.7,42.0,1691.0,286.0,761.0,281.0,5.1386,414346.21,NEAR OCEAN
-120.5,37.34,16.0,1245.0,231.0,956.0,219.0,3.4559,109955.0,INLAND
-117.33,33.19,15.0,3672.0,845.0,1827.0,796.0,2.9716,166567.0,NEAR OCEAN
-121.77,36.53,18.0,2321.0,358.0,803.0,341.0,10.1854,447233.26,<1H OCEAN
-118.07,33.99,39.0,552.0,151.0,807.0,168.0,3.25,158865.0,<1H OCEAN
-118.08,33.78,25.0,5321.0,967.0,1969.0,903.0,5.0102,305691.0,<1H OCEAN
-119.78,36.82,25.0,5016.0,,2133.0,928.0,3.625,96389.0,INLAND
-122.46,37.79,52.0,2059.0,416.0,999.0,402.0,3.7419,494984.86,NEAR BAY
-118.35,34.0,40.0,2894.0,395.0,1063.0,409.0,6.939,399140.18,<1H OCEAN
-117.87,33.6,33.0,3120.0,602.0,1155.0,553.0,5.2949,455783.67,<1H OCEAN
-120.4,34.87,10.0,2197.0,329.0,1064.0,319.0,4.9766,212539.01,<1H OCEAN
-118.55,34.21,33.0,3910.0,838.0,2097.0,810.0,3.8247,220968.01,<1H OCEAN
-118.44,34.15,29.0,5474.0,1457.0,2352.0,1326.0,3.415,359663.01,<1H OCEAN
-121.93,36.63,28.0,3983.0,852.0,1582.0,778.0,3.5147,302470.0,NEAR OCEAN
-118.33,34.17,44.0,1934.0,375.0,750.0,365.0,2.473,248985.01,<1H OCEAN
-119.59,34.43,28.0,2718.0,542.0,1066.0,442.0,4.2059,446485.72,<1H OCEAN
-119.63,36.18,23.0,207.0,45.0,171.0,50.0,2.4286,95902.0,INLAND
-118.4,33.9,34.0,2674.0,435.0,1087.0,431.0,7.3151,472827.1,<1H OCEAN
-121.98,37.36,34.0,1735.0,318.0,1019.0,301.0,4.5625,245209.0,<1H OCEAN
-123.01,38.67,33.0,914.0,147.0,394.0,132.0,4.6875,249909.0,<1H OCEAN
-117.14,33.12,7.0,6126.0,1032.0,2662.0,923.0,4.9005,248209.0,<1H OCEAN
-118.43,34.16,40.0,1134.0,184.0,452.0,187.0,4.569,346524.02,<1H OCEAN
-117.33,34.08,37.0,2267.0,405.0,1175.0,403.0,3.75,99910.0,INLAND
-116.89,32.85,16.0,1743.0,333.0,652.0,322.0,2.8906,147938.0,<1H OCEAN
-121.95,37.33,36.0,1683.0,286.0,740.0,324.0,4.7604,277939.0,<1H OCEAN
-117.13,32.76,22.0,2623.0,732.0,1283.0,718.0,2.1563,130076.0,NEAR OCEAN
-115.58,32.78,5.0,2494.0,414.0,1416.0,421.0,5.7843,139344.02,INLAND
-119.2,36.28,22.0,2295.0,508.0,1654.0,478.0,1.684,61806.0,INLAND
-117.5,33.92,28.0,2101.0,337.0,1061.0,348.0,4.55,144802.0,INLAND
-120.97,38.42,16.0,1748.0,322.0,4930.0,287.0,4.3029,135774.0,INLAND
-122.5,37.59,36.0,1521.0,253.0,736.0,241.0,4.3542,273605.0,NEAR OCEAN
-121.16,38.16,31.0,1953.0,366.0,999.0,316.0,2.4906,117227.0,INLAND
-122.25,37.77,43.0,4329.0,1110.0,2086.0,1053.0,2.975,249395.0,NEAR BAY
-122.61,41.74,15.0,4206.0,922.0,1863.0,869.0,2.0591,63529.0,INLAND
-118.21,34.05,28.0,1841.0,809.0,3199.0,727.0,1.6319,146197.0,<1H OCEAN
-118.11,33.84,37.0,1588.0,272.0,692.0,245.0,4.8594,220565.0,<1H OCEAN
-122.66,38.47,23.0,2246.0,437.0,1035.0,386.0,3.7617,182670.0,<1H OCEAN
-118.37,34.09,31.0,6348.0,1827.0,2559.0,1755.0,3.2818,260519.04,<1H OCEAN
-117.93,34.08,36.0,1788.0,317.0,1139.0,320.0,4.125,187432.0,<1H OCEAN
-118.19,33.85,49.0,1073.0,260.0,725.0,272.0,3.8026,173185.0,NEAR OCEAN
-119.21,34.26,23.0,2887.0,540.0,1508.0,518.0,3.3452,213534.0,NEAR OCEAN
-117.87,34.09,36.0,1267.0,191.0,640.0,200.0,5.2405,220805.0,<1H OCEAN
-119.71,36.73,19.0,3972.0,585.0,1586.0,560.0,5.2608,151598.0,INLAND
-119.66,36.34,32.0,1338.0,276.0,859.0,286.0,2.6397,64418.0,INLAND
-119.26,36.5,35.0,1689.0,371.0,1475.0,329.0,2.5719,74393.0,INLAND
-118.59,34.14,19.0,1303.0,155.0,450.0,145.0,10.5511,484610.19,<1H OCEAN
-121.37,38.63,30.0,5996.0,1018.0,2532.0,1049.0,4.6127,156224.0,INLAND
-120.94,37.63,43.0,244.0,52.0,176.0,60.0,1.425,75432.0,INLAND
-118.1,34.01,29.0,2077.0,564.0,2087.0,543.0,2.66,180731.0,<1H OCEAN
-117.69,34.07,34.0,4055.0,739.0,2470.0,753.0,3.8586,137002.0,INLAND
-116.34,33.36,24.0,2746.0,514.0,731.0,295.0,3.3214,154977.0,INLAND
-118.56,34.42,2.0,966.0,270.0,233.0,169.0,1.9667,395253.07,<1H OCEAN
-117.03,32.63,13.0,2087.0,313.0,1165.0,330.0,5.7789,242358.02,NEAR OCEAN
-120.92,40.02,35.0,383.0,92.0,202.0,72.0,2.6458,90907.0,INLAND
-118.19,33.89,32.0,1696.0,438.0,1639.0,376.0,2.0357,114929.0,<1H OCEAN
-117.96,34.48,32.0,1896.0,342.0,806.0,299.0,4.5769,180909.0,INLAND
-117.25,34.16,31.0,1516.0,238.0,596.0,255.0,4.3362,139962.0,INLAND
-122.49,37.76,49.0,1637.0,304.0,729.0,281.0,4.3281,331634.01,NEAR BAY
-118.18,34.03,39.0,609.0,145.0,690.0,134.0,2.9167,143509.0,<1H OCEAN
-118.91,34.28,6.0,6106.0,1134.0,3246.0,1062.0,5.2206,279987.01,<1H OCEAN
-116.97,32.78,37.0,1255.0,238.0,671.0,278.0,3.7019,146180.0,<1H OCEAN
-121.54,39.08,26.0,2276.0,460.0,1455.0,474.0,2.4695,69464.0,INLAND
-118.15,34.15,52.0,275.0,123.0,273.0,111.0,1.1667,394528.68,<1H OCEAN
-117.62,34.15,16.0,13556.0,1704.0,5669.0,1668.0,6.5138,306954.0,INLAND
-122.23,39.53,8.0,1268.0,336.0,1237.0,326.0,1.3708,111950.0,INLAND
-118.72,34.28,17.0,2654.0,478.0,1392.0,451.0,5.4459,227705.0,<1H OCEAN
-118.42,34.05,38.0,4888.0,1126.0,1698.0,937.0,4.8304,488003.85,<1H OCEAN
-121.0,37.63,31.0,215.0,62.0,192.0,66.0,1.75,77349.0,INLAND
-117.87,33.9,21.0,3181.0,447.0,1416.0,469.0,6.8268,300460.02,<1H OCEAN
-122.2,37.8,41.0,2070.0,354.0,804.0,340.0,5.1184,255785.02,NEAR BAY
-121.47,38.54,36.0,2099.0,510.0,1845.0,483.0,1.4138,56536.0,INLAND
-122.75,38.41,17.0,3150.0,588.0,1857.0,610.0,3.9688,172282.0,<1H OCEAN
-118.5,35.7,18.0,3303.0,814.0,986.0,522.0,1.5957,93491.0,INLAND
-121.84,36.25,20.0,958.0,245.0,590.0,189.0,2.6094,308791.0,NEAR OCEAN
-121.84,36.61,21.0,2876.0,802.0,2487.0,795.0,2.2007,131025.0,<1H OCEAN
-118.35,33.96,26.0,2773.0,681.0,1560.0,631.0,3.1354,178492.0,<1H OCEAN
-118.12,33.8,35.0,1835.0,435.0,774.0,418.0,2.7092,233487.0,<1H OCEAN
-121.47,38.56,52.0,1532.0,408.0,782.0,369.0,1.8911,89270.0,INLAND
-123.15,38.94,22.0,2163.0,436.0,1048.0,358.0,2.7171,118492.0,<1H OCEAN
-120.93,38.65,12.0,2213.0,384.0,1097.0,351.0,4.5568,175369.0,INLAND
-117.93,34.09,35.0,1891.0,353.0,1093.0,382.0,4.0167,176041.0,<1H OCEAN
-122.44,37.8,52.0,1580.0,470.0,714.0,448.0,3.2447,494950.77,NEAR BAY
-116.74,33.33,17.0,4190.0,946.0,1802.0,673.0,2.4744,141529.0,INLAND
-118.22,33.94,38.0,788.0,224.0,1155.0,208.0,3.3542,144795.0,<1H OCEAN
-122.33,37.98,32.0,1967.0,348.0,1144.0,364.0,4.4135,158968.0,NEAR BAY
-118.16,34.02,47.0,1055.0,298.0,1303.0,302.0,2.6964,142023.0,<1H OCEAN
-118.35,34.05,33.0,2880.0,836.0,1416.0,736.0,2.6781,314237.0,<1H OCEAN
-124.07,40.87,31.0,334.0,134.0,780.0,130.0,0.7684,124586.0,NEAR OCEAN
-122.47,37.95,16.0,3769.0,839.0,1986.0,815.0,3.9712,224952.01,NEAR BAY
-119.85,36.8,14.0,4177.0,914.0,2300.0,867.0,2.9565,76295.0,INLAND
-121.13,36.21,27.0,1476.0,352.0,1156.0,358.0,3.1929,148270.0,<1H OCEAN
-115.53,32.97,35.0,1583.0,340.0,933.0,318.0,2.4063,71159.0,INLAND
-124.13,40.62,43.0,2131.0,399.0,910.0,389.0,2.5804,89492.0,NEAR OCEAN
-118.21,33.98,37.0,788.0,215.0,883.0,221.0,2.6818,155778.0,<1H OCEAN
-118.51,34.17,31.0,3252.0,834.0,1411.0,760.0,3.1885,243910.05,<1H OCEAN
-118.31,33.94,43.0,2104.0,393.0,1132.0,394.0,3.0682,140387.0,<1H OCEAN
-116.53,33.85,16.0,10077.0,2186.0,3048.0,1337.0,2.9647,122264.0,INLAND
-119.67,36.83,3.0,2029.0,336.0,1003.0,340.0,4.4356,110387.0,INLAND
-117.07,32.75,37.0,2690.0,549.0,1219.0,524.0,2.3148,144615.0,NEAR OCEAN
-118.27,34.09,48.0,1527.0,295.0,589.0,286.0,4.1667,303035.0,<1H OCEAN
-117.94,34.03,35.0,1499.0,289.0,1112.0,268.0,3.83,156392.0,<1H OCEAN
-118.27,34.11,39.0,3825.0,916.0,1378.0,746.0,4.4094,344666.0,<1H OCEAN
-122.08,37.69,43.0,1575.0,324.0,740.0,284.0,2.8512,177855.0,NEAR BAY
-118.31,34.04,52.0,1277.0,285.0,954.0,334.0,2.5833,202420.0,<1H OCEAN
-116.99,33.46,13.0,1614.0,410.0,846.0,270.0,2.83,88699.0,<1H OCEAN
-120.05,36.98,16.0,3705.0,739.0,2463.0,697.0,2.5288,67703.0,INLAND
-117.87,34.1,25.0,2208.0,477.0,1084.0,424.0,3.775,193759.0,<1H OCEAN
-122.41,37.74,47.0,1728.0,398.0,1178.0,315.0,3.2813,235376.0,NEAR BAY
-122.25,37.82,26.0,3959.0,1196.0,1749.0,1217.0,3.0233,254258.0,NEAR BAY
-117.96,33.99,25.0,1348.0,210.0,660.0,200.0,5.2852,270348.0,<1H OCEAN
-118.3,33.83,33.0,2716.0,660.0,1807.0,661.0,3.5473,230662.0,<1H OCEAN
-116.83,34.25,15.0,8948.0,1985.0,1316.0,514.0,2.7375,95256.0,INLAND
-120.97,37.66,24.0,2930.0,588.0,1448.0,570.0,3.5395,127616.0,INLAND
-122.44,37.78,52.0,2911.0,753.0,1696.0,676.0,2.5721,406359.0,NEAR BAY
-117.38,34.13,13.0,2903.0,510.0,1844.0,510.0,3.7198,115174.0,INLAND
-119.62,36.58,13.0,1788.0,405.0,1652.0,411.0,2.6858,66848.0,INLAND
-122.28,37.81,52.0,773.0,143.0,377.0,115.0,2.4083,114830.0,NEAR BAY
-118.37,33.84,27.0,3245.0,605.0,1572.0,556.0,5.3773,364040.0,<1H OCEAN
-122.43,37.78,29.0,1310.0,364.0,1009.0,379.0,1.3844,197287.06,NEAR BAY
-118.22,34.21,29.0,2174.0,418.0,1030.0,395.0,3.5707,310135.0,<1H OCEAN
-117.15,32.92,16.0,2969.0,514.0,1594.0,465.0,4.5221,183337.0,<1H OCEAN
-121.2,38.7,28.0,2970.0,471.0,1379.0,463.0,4.3214,150877.0,INLAND
-122.42,37.79,6.0,670.0,301.0,655.0,284.0,3.4423,204526.06,NEAR BAY
-118.08,33.89,35.0,1071.0,290.0,1412.0,274.0,3.1917,127684.0,<1H OCEAN
-118.62,34.22,34.0,2633.0,471.0,1313.0,428.0,4.0909,228507.0,<1H OCEAN
-117.55,33.95,17.0,3196.0,444.0,1581.0,462.0,5.9333,215838.0,INLAND
-122.27,37.45,41.0,830.0,136.0,353.0,153.0,6.3824,473381.81,NEAR OCEAN
-117.63,33.45,5.0,3549.0,604.0,1571.0,534.0,5.3705,328809.02,NEAR OCEAN
-118.37,33.97,41.0,1833.0,355.0,847.0,348.0,5.726,320031.08,<1H OCEAN
-117.1,32.74,14.0,2361.0,601.0,1831.0,526.0,1.6102,95108.0,NEAR OCEAN
-119.89,34.44,25.0,3160.0,507.0,1514.0,523.0,5.0767,281881.01,NEAR OCEAN
-117.98,33.76,29.0,1518.0,312.0,1086.0,317.0,4.32,193379.0,<1H OCEAN
-121.26,37.94,43.0,1610.0,412.0,1409.0,365.0,1.7574,55786.0,INLAND
-117.87,33.62,15.0,2209.0,275.0,735.0,274.0,15.0001,493370.81,<1H OCEAN
-118.11,34.0,33.0,2886.0,726.0,2650.0,728.0,2.625,177111.0,<1H OCEAN
-121.98,36.98,29.0,2681.0,632.0,1652.0,620.0,3.075,226213.0,NEAR OCEAN
-121.35,38.68,20.0,7085.0,1222.0,3455.0,1229.0,4.3118,140513.0,INLAND
-122.9,39.17,45.0,1314.0,277.0,649.0,232.0,2.575,92986.0,INLAND
-118.46,34.23,19.0,9902.0,2814.0,7307.0,2660.0,2.585,167917.0,<1H OCEAN
-120.38,37.97,47.0,1060.0,219.0,496.0,205.0,2.5781,103630.0,INLAND
-122.69,38.94,9.0,1245.0,234.0,517.0,187.0,3.125,99805.0,INLAND
-123.17,40.31,36.0,98.0,28.0,18.0,8.0,0.536,76970.37,INLAND
-117.06,32.66,24.0,2587.0,491.0,1617.0,458.0,3.5066,133253.0,NEAR OCEAN
-122.51,39.3,19.0,1629.0,386.0,551.0,214.0,1.7463,78016.0,INLAND
-121.66,37.13,20.0,4477.0,924.0,2656.0,871.0,3.8788,228519.01,<1H OCEAN
-118.4,34.16,45.0,1176.0,250.0,471.0,228.0,2.3333,334071.01,<1H OCEAN
-118.1,34.08,21.0,1349.0,352.0,1188.0,330.0,2.5,185329.0,<1H OCEAN
-117.69,35.63,5.0,3151.0,482.0,1335.0,428.0,5.5773,118207.0,INLAND
-117.27,34.13,40.0,1298.0,254.0,793.0,268.0,3.0721,89033.0,INLAND
-121.28,38.68,16.0,3467.0,615.0,1478.0,601.0,3.75,144829.0,INLAND
-121.08,39.22,30.0,2188.0,,1033.0,437.0,2.1419,103437.0,INLAND
-119.03,35.41,41.0,1808.0,435.0,1005.0,373.0,1.7857,55534.0,INLAND
-119.69,36.83,7.0,2075.0,353.0,1040.0,362.0,3.9943,100671.0,INLAND
-118.36,33.82,36.0,1784.0,311.0,901.0,293.0,6.2247,340727.01,<1H OCEAN
-119.18,34.19,19.0,2393.0,,1938.0,762.0,1.6953,173689.0,NEAR OCEAN
-117.13,32.92,16.0,1580.0,241.0,917.0,261.0,4.7266,186272.0,<1H OCEAN
-121.25,38.03,29.0,2465.0,327.0,859.0,315.0,6.6605,246154.01,INLAND
-117.89,33.92,8.0,2120.0,544.0,1281.0,470.0,3.4954,164798.0,<1H OCEAN
-118.2,33.77,52.0,1375.0,457.0,1089.0,317.0,2.2344,184442.0,NEAR OCEAN
-118.26,34.04,6.0,1529.0,566.0,1051.0,473.0,2.462,172291.0,<1H OCEAN
-119.19,34.17,31.0,1872.0,434.0,1511.0,405.0,3.2314,197978.02,NEAR OCEAN
-119.72,36.71,7.0,2456.0,463.0,1350.0,424.0,3.0179,86811.0,INLAND
-118.27,34.02,21.0,1314.0,375.0,1505.0,366.0,2.319,121978.0,<1H OCEAN
-122.4,37.73,48.0,1489.0,326.0,1115.0,356.0,2.6364,207626.0,NEAR BAY
-117.74,34.08,35.0,1613.0,298.0,911.0,293.0,3.4398,132721.0,INLAND
-118.37,34.18,33.0,1829.0,512.0,1345.0,500.0,3.1629,207582.0,<1H OCEAN
-121.92,37.31,26.0,3242.0,780.0,2100.0,741.0,3.1107,244119.0,<1H OCEAN
-117.53,33.94,21.0,5675.0,935.0,2834.0,865.0,4.2263,188529.0,INLAND
-118.04,34.11,37.0,1275.0,177.0,598.0,174.0,7.1885,466959.73,INLAND
-117.09,32.74,42.0,1986.0,472.0,1472.0,475.0,2.1757,109425.0,NEAR OCEAN
-122.1,37.96,20.0,3796.0,650.0,1679.0,611.0,4.3571,223500.0,NEAR BAY
-118.08,34.58,12.0,3851.0,857.0,2169.0,811.0,3.0101,118594.0,INLAND
-118.97,36.06,26.0,1289.0,262.0,1100.0,244.0,1.975,53899.0,INLAND
-119.32,37.06,15.0,3111.0,651.0,276.0,107.0,5.1314,174650.0,INLAND
-119.31,36.63,26.0,1874.0,416.0,1834.0,432.0,1.6486,55228.0,INLAND
-117.93,33.76,21.0,2884.0,662.0,2613.0,645.0,4.05,179426.0,<1H OCEAN
-122.32,40.42,17.0,3019.0,578.0,1538.0,545.0,2.793,83710.0,INLAND
-118.02,33.82,19.0,2485.0,437.0,1286.0,431.0,4.7466,238767.0,<1H OCEAN
-122.19,37.84,18.0,1617.0,210.0,533.0,194.0,11.6017,430391.3,NEAR BAY
-117.01,33.97,18.0,4775.0,886.0,1868.0,836.0,2.3355,116568.0,INLAND
-120.48,34.65,26.0,1933.0,316.0,1001.0,319.0,4.4628,152164.0,NEAR OCEAN
-118.15,34.13,34.0,824.0,224.0,430.0,213.0,3.6389,219639.0,<1H OCEAN
-121.99,37.97,22.0,2823.0,509.0,1271.0,474.0,5.1333,200140.0,INLAND
-118.27,34.25,35.0,779.0,143.0,371.0,150.0,4.6635,226649.0,<1H OCEAN
-122.46,37.51,23.0,949.0,151.0,399.0,149.0,5.6286,393296.03,NEAR OCEAN
-118.01,34.13,36.0,1332.0,217.0,648.0,203.0,4.7159,325989.0,INLAND
-122.57,38.11,32.0,3521.0,748.0,1706.0,723.0,3.4705,245163.01,NEAR BAY
-118.36,33.9,18.0,3380.0,922.0,2276.0,854.0,4.0727,227089.0,<1H OCEAN
-120.88,37.37,24.0,1294.0,222.0,684.0,221.0,2.6908,105042.0,INLAND
-117.08,33.03,15.0,3023.0,623.0,1283.0,559.0,3.3724,149217.0,<1H OCEAN
-118.54,34.18,25.0,1938.0,457.0,1280.0,425.0,3.9632,237689.0,<1H OCEAN
-118.27,33.96,42.0,796.0,203.0,697.0,177.0,2.037,94457.0,<1H OCEAN
-118.44,34.19,37.0,1516.0,344.0,983.0,347.0,5.0,248408.01,<1H OCEAN
-118.49,34.04,50.0,2597.0,340.0,964.0,339.0,13.3036,500001.0,<1H OCEAN
-122.25,37.81,39.0,854.0,242.0,389.0,228.0,3.125,226013.0,NEAR BAY
-121.91,37.26,32.0,3776.0,620.0,1790.0,612.0,5.4675,266584.0,<1H OCEAN
-122.13,37.42,36.0,3982.0,1045.0,2251.0,995.0,3.5364,304668.0,NEAR BAY
-117.1,32.69,11.0,3071.0,911.0,2812.0,774.0,1.2413,90541.0,NEAR OCEAN
-121.95,37.36,25.0,3472.0,956.0,2267.0,944.0,2.7727,220477.0,<1H OCEAN
-116.06,34.2,29.0,1202.0,290.0,383.0,156.0,1.3371,60498.0,INLAND
-121.45,38.48,24.0,1766.0,340.0,1028.0,372.0,3.5402,107394.0,INLAND
-118.16,33.8,9.0,3564.0,835.0,1530.0,807.0,5.1806,236777.03,NEAR OCEAN
-119.74,36.73,34.0,1254.0,272.0,1056.0,279.0,2.3269,55456.0,INLAND
-117.93,34.08,36.0,1371.0,246.0,806.0,241.0,4.5078,188086.0,<1H OCEAN
-122.59,38.58,18.0,3753.0,752.0,1454.0,668.0,3.7585,194517.0,<1H OCEAN
-116.86,33.97,11.0,658.0,131.0,376.0,120.0,2.3977,78231.0,INLAND
-120.44,34.96,34.0,1248.0,284.0,986.0,272.0,2.9167,119876.0,<1H OCEAN
-117.95,33.66,22.0,2785.0,441.0,1086.0,392.0,7.3719,339721.01,<1H OCEAN
-122.26,38.03,41.0,1631.0,282.0,752.0,288.0,3.9345,148385.0,NEAR BAY
-118.12,33.75,41.0,2072.0,491.0,742.0,414.0,3.9934,466768.68,NEAR OCEAN
-117.97,33.8,35.0,2985.0,474.0,1614.0,453.0,5.4631,229456.0,<1H OCEAN
-118.33,34.02,11.0,1249.0,313.0,625.0,336.0,0.8702,169164.0,<1H OCEAN
-121.76,37.28,17.0,660.0,129.0,431.0,123.0,4.9097,250366.02,<1H OCEAN
-118.32,33.96,47.0,1453.0,247.0,721.0,276.0,5.5176,214686.0,<1H OCEAN
-118.12,33.82,43.0,1544.0,286.0,701.0,298.0,4.1375,222566.0,<1H OCEAN
-117.97,33.94,35.0,1928.0,360.0,1056.0,366.0,4.0893,207097.0,<1H OCEAN
-121.0,37.25,31.0,1923.0,341.0,806.0,349.0,3.1738,110836.0,INLAND
-122.88,38.34,20.0,3404.0,628.0,1641.0,585.0,5.0574,272179.0,<1H OCEAN
-118.24,34.0,38.0,1715.0,414.0,1714.0,389.0,1.7132,106040.0,<1H OCEAN
-120.96,37.61,23.0,3497.0,887.0,2467.0,816.0,1.9444,93782.0,INLAND
-118.29,34.11,48.0,1448.0,295.0,681.0,287.0,3.2333,366196.01,<1H OCEAN
-122.3,38.0,34.0,1712.0,317.0,956.0,341.0,4.4394,170230.0,NEAR BAY
-117.18,34.04,38.0,2492.0,381.0,1003.0,369.0,3.6875,134292.0,INLAND
-121.87,37.27,16.0,3298.0,451.0,1542.0,423.0,6.7064,309878.0,<1H OCEAN
-119.28,37.11,34.0,1901.0,394.0,171.0,73.0,3.0729,140131.0,INLAND
-122.33,37.95,22.0,2099.0,569.0,1135.0,509.0,2.1915,121257.0,NEAR BAY
-122.22,38.12,15.0,14125.0,2344.0,6456.0,2147.0,5.1014,191177.0,NEAR BAY
-118.25,34.07,43.0,764.0,322.0,1275.0,306.0,2.0,178742.0,<1H OCEAN
-121.3,37.96,31.0,2668.0,812.0,1398.0,721.0,1.125,102406.0,INLAND
-122.35,40.56,16.0,2801.0,614.0,1695.0,563.0,1.9,78222.0,INLAND
-118.39,33.97,38.0,993.0,175.0,374.0,180.0,6.2673,370808.03,<1H OCEAN
-118.31,33.94,40.0,1917.0,438.0,1021.0,383.0,2.2448,151583.0,<1H OCEAN
-117.91,33.67,16.0,7961.0,2276.0,5014.0,2116.0,3.512,242419.0,<1H OCEAN
-119.29,36.34,10.0,1832.0,455.0,1664.0,429.0,2.0227,56222.0,INLAND
-119.68,36.31,12.0,2739.0,535.0,1859.0,498.0,2.9936,67757.0,INLAND
-118.43,34.05,24.0,3832.0,949.0,1613.0,893.0,3.9673,467691.18,<1H OCEAN
-117.12,32.71,33.0,1256.0,331.0,1315.0,321.0,1.9286,80719.0,NEAR OCEAN
-117.98,34.06,33.0,1353.0,228.0,1079.0,237.0,4.5417,162240.0,<1H OCEAN
-121.5,38.53,39.0,3184.0,593.0,1188.0,572.0,4.6923,196879.0,INLAND
-122.31,37.53,39.0,1160.0,191.0,508.0,185.0,5.9539,375316.01,NEAR OCEAN
-117.79,33.88,17.0,8562.0,1351.0,3822.0,1316.0,6.0829,254413.0,<1H OCEAN
-118.02,33.72,22.0,8844.0,1706.0,4404.0,1594.0,4.4453,256327.0,<1H OCEAN
-122.26,37.8,36.0,5329.0,2477.0,3469.0,2323.0,2.0096,167763.01,NEAR BAY
-120.0,38.87,12.0,1437.0,268.0,395.0,144.0,4.225,141350.0,INLAND
-117.87,34.07,21.0,4723.0,882.0,2210.0,768.0,3.8167,231123.0,<1H OCEAN
-118.04,33.96,37.0,1948.0,395.0,1163.0,379.0,3.225,160141.0,<1H OCEAN
-122.07,37.34,33.0,1208.0,198.0,495.0,216.0,5.4659,437694.7,<1H OCEAN
-118.24,33.95,36.0,2316.0,543.0,1938.0,507.0,1.25,98967.0,<1H OCEAN
-118.39,34.15,29.0,917.0,181.0,379.0,183.0,3.4612,397181.0,<1H OCEAN
-122.32,40.71,18.0,2879.0,578.0,1399.0,586.0,2.4036,98765.0,INLAND
-120.48,34.7,26.0,3069.0,518.0,1524.0,539.0,4.3162,155131.0,NEAR OCEAN
-117.25,32.99,10.0,4926.0,749.0,1478.0,634.0,7.472,408127.01,NEAR OCEAN
-118.38,34.21,35.0,1468.0,303.0,1295.0,300.0,3.7708,171126.0,<1H OCEAN
-118.35,34.15,52.0,1680.0,238.0,493.0,211.0,9.042,493924.91,<1H OCEAN
-121.37,38.7,26.0,2230.0,410.0,1155.0,377.0,3.4911,101201.0,INLAND
-122.06,37.94,19.0,4005.0,972.0,1896.0,893.0,2.5268,210220.0,NEAR BAY
-119.18,34.26,22.0,2334.0,359.0,1298.0,363.0,5.5275,252185.0,NEAR OCEAN
-117.72,33.62,21.0,2322.0,518.0,662.0,457.0,3.1679,149475.02,<1H OCEAN
-118.83,34.18,23.0,5647.0,786.0,2050.0,738.0,6.3586,328973.0,<1H OCEAN
-122.16,38.07,14.0,6360.0,1236.0,2876.0,1127.0,4.5321,187697.0,NEAR BAY
-122.49,37.73,48.0,1190.0,182.0,497.0,199.0,6.2642,421134.11,NEAR OCEAN
-119.1,36.42,26.0,1775.0,416.0,1217.0,383.0,1.8801,58345.0,INLAND
-122.41,38.16,37.0,1549.0,,863.0,275.0,2.7457,219273.0,NEAR BAY
-117.72,34.06,32.0,2209.0,654.0,1718.0,569.0,1.9643,112301.0,INLAND
-118.4,33.99,36.0,1225.0,213.0,591.0,227.0,5.4663,349131.04,<1H OCEAN
-118.13,34.15,9.0,2099.0,625.0,1252.0,554.0,3.1875,191611.0,<1H OCEAN
-122.26,37.5,52.0,878.0,186.0,393.0,186.0,3.7045,321268.02,NEAR OCEAN
-118.32,33.87,35.0,2380.0,404.0,1212.0,422.0,5.6254,292126.0,<1H OCEAN
